person_id,name,born,died
nm0933435,"Garfield Wilson",1969,
nm0881631,"Karl Urban",1972,
nm0159106,"Darren E. Scott",1972,
nm0032925,"Shinji Aramaki",1960,
nm0189285,"Tom Cross",,
nm3122871,"George Finn",,
nm0599905,"Rick Montgomery",,
nm0005216,"Janet McTeer",1961,
nm3017255,"Josh Penn",,
nm4132650,"Jason Michael Berman",,
nm4500976,"Thomas B. Fore",1965,
nm1794018,"Paul Van Carter",1976,
nm0855300,"Jonathan Teplitzky",,
nm1457858,"Adrian Askarieh",,
nm1115862,"David Guion",,
nm1911349,"Michael Handelman",,
nm2973456,"Jake Siciliano",1998,
nm1229520,"Ben Falcone",1973,
nm0104333,"Chris Brancato",1962,
nm0248746,"Paul Eckstein",,
nm0504267,"Jalil Lespert",1976,
nm0372329,"Janet Healy",,
nm2850994,"Amanda Setton",1985,
nm6772059,"Daniel Arnaud",,
nm5531398,"Agata Trzebuchowska",1992,
nm0501947,"Rebecca Lenkiewicz",1968,
nm0246185,"Piotr Dzieciol",1950,
nm2038610,"Ewa Puszczynska",,
nm2247245,"Haley Bennett",1988,
nm0566555,"Kelly McCormick",1977,
nm3841486,"Adan Canto",1981,
nm2941101,"Alexis Carra",,
nm2325865,"Craig Frank",,
nm0388130,"Adrian Hodges",1957,
nm2720748,"Rick Donald",,
nm0046867,"Maziar Bahari",,
nm0698133,"Gigi Pritzker",,
nm2366012,"Matt Bettinelli-Olpin",,
nm1660595,"Charlie McDowell",1983,
nm1311329,"Eden Sher",1991,
nm1361499,"Adam McArthur",,
nm4302325,"Daron Nefcy",1985,
nm0913739,"David Wasson",,
nm2871458,"Mike Gagerman",,
nm0909022,"Andrew Waller",,
nm3668216,"Nargis Fakhri",1979,
nm3349461,"Arunoday Singh",,
nm0158846,"Kenneth Choi",1971,
nm0133713,"Isabelle Candelier",1963,
nm0693446,"Michael Potts",,
nm0998813,"John D. Beck",1973,
nm5027231,"Emmy Buckner",,
nm2998321,"Sophie Lowe",1990,
nm2050746,"Emma Rigby",1989,
nm0395271,"Adam Horowitz",,
nm0020343,"Carlo Allen",,
nm1659841,"Cris Cole",,
nm3158820,"Rachael Holmes",,
nm0150362,"Justin Chambers",1970,
nm1572769,"Andy Kubert",1962,
nm0406774,"Shôzô Ichiyama",,
nm0950454,"Nelson Lik-wai Yu",1966,
nm4682935,"Adam Bakri",,
nm1290580,"David Gerson",,
nm0039760,"Ehab Assal",,
nm1807425,"Brandon Johnson",,
nm0024179,"Paul Amato",1955,
nm0088379,"Jason Blicker",,
nm0195264,"Frank D'Angelo",,
nm2351757,"Brian Hastings",,
nm0165995,"Jericca Cleland",,
nm2032150,"Emily Baldoni",1984,
nm0107183,"Nicholas Brendon",1971,
nm0001286,"Elizabeth Gracen",1961,
nm1178832,"Alex Manugian",,
nm1044044,"Arlene Muller",,
nm1754366,"Tika Sumpter",1980,
nm2573005,"Susanna Fogel",,
nm1889450,"Riva Marker",,
nm0999134,"Dean Wareham",1963,
nm3860305,"Lola Kirke",1990,
nm6150131,"Andrew Lanham",,
nm9545038,"Julien Rey",,
nm0816950,"John Sparkes",1954,
nm1385754,"Paul Kewley",,
nm4003706,"Erin Krakow",,
nm0192024,"Martin Cummins",1969,
nm1479098,"Loretta Walsh",,
nm1178211,"Rahul Bhat",,
nm7752798,"Frank Madigan",,
nm2078681,"Michael Lesslie",1984,
nm0609163,"Phil Mossman",,
nm4183613,"Lai-Yin Leung",,
nm3019636,"Alvina Wong",,
nm0618881,"Amir Naderi",1946,
nm0913475,"John David Washington",1984,
nm6041749,"Donovan W. Carter",,
nm1791196,"Marta Velasco",,
nm1758682,"Tansu Biçer",,
nm3582302,"Asil Buyukozcelik",,
nm2016549,"Funda Alp",,
nm3170887,"Orkun Ünlü",,
nm5604729,"Emre Boyraz",,
nm3354041,"Beau Knapp",,
nm0386595,"David Hirschfelder",1960,
nm2916300,"Jeremy Slater",,
nm3638150,"Jackie Kelman Bisbee",,
nm3602118,"Naga Chaitanya Akkineni",1986,
nm1653460,"Vikram K. Kumar",,
nm1350569,Harshavardhan,,
nm2009674,"Eric Jacobus",1982,
nm1486025,"Alejandro Brugués",1976,
nm2055623,"Lili Mirojnick",1984,
nm0580312,"Tracy Mercer",,
nm0676361,"Charlie Peters",,
nm3263342,"Jill Ciment",,
nm2284226,"Bradford Young",1977,
nm5307742,"Loan Chabanol",,
nm3752407,"Dan Graham",,
nm0765715,"Al Snow",1963,
nm0755261,"Daniel Sackheim",,
nm1978579,"Nichola Burley",1986,
nm3138980,"Bing Bai",1986,
nm1197737,"Carmen Machi",1963,
nm2954322,"Simon Lewis",,
nm5236664,"Kayla Servi",1997,
nm1600403,"Chad Hamilton",,
nm1024311,"Rosie Fellner",1978,
nm2461281,"Micah Mason",,
nm1051839,"Andy Lieberman",,
nm3098414,"Nick Thornborrow",,
nm7318103,"Gyan Prakash",,
nm3434663,Thani,,
nm4025491,"Omar Elba",1983,
nm1795681,"Arcadiy Golubovich",,
nm0397377,"Jeffrey M. Howard",1969,
nm5797778,"Ava Carpinello",,
nm2881603,"John Spiker",,
nm0668350,"Jamie Payne",,
nm0268616,"Suzanne Farwell",,
nm5737366,"Caren Lissner",,
nm8290110,"Karolina Stachyra",,
nm0943557,"Jo Wyatt",,
nm1881580,"Jaimi Barbakoff",,
nm8036702,"Jakub Szamalek",,
nm6903371,"Sean Vincent",,
nm0154914,"Ken Cheeseman",1954,
nm0146166,"Arnaldo Catinari",1964,
nm0763460,"Valia Santella",,
nm7259545,"Gaia Manzini",,
nm1154102,"Francesco Piccolo",1964,
nm0498920,"Daryl C. Lefever",,
nm0012081,"Trace Adkins",1962,
nm0368792,"Elizabeth Hatcher-Travis",,
nm1033517,"Ariel Vromen",1973,
nm0254760,"Chris Ellis",1956,
nm2013149,"Naoki Satô",1970,
nm0438632,"Ram Kapoor",1973,
nm0080171,"Vashu Bhagnani",,
nm1761420,"Brigham Taylor",,
nm1065929,"Elyas M'Barek",1982,
nm2177528,"Kate Micucci",1980,
nm2642131,"Zach Callison",1997,
nm0536281,"Deedee Magno",1975,
nm2007163,"Michaela Dietz",1982,
nm1678063,Estelle,1980,
nm0195669,"Louis D'Esposito",,
nm1748780,"Darya Charusha",1980,
nm1572716,"Danila Kozlovsky",1985,
nm5820154,"Ilya Naishuller",,
nm6924140,"Ekaterina Kononenko",,
nm5835039,"Lukas Schwarz",,
nm5835038,"Elias Schwarz",,
nm3868633,"Severin Fiala",1985,
nm0345116,"Martin Gschlacht",1969,
nm2539653,"Laura Verlinden",,
nm2435752,"The Newton Brothers",,
nm0799706,"Chelan Simmons",1982,
nm3609341,"Jen Soska",1983,
nm4081721,"Ashley Key",1988,
nm2116419,"Gregg Sulkin",1992,
nm1775177,"Graham Phillips",1993,
nm3994945,"Zack Pearlman",,
nm1658104,"Rhys Thomas",1979,
nm1906042,"Colin Jost",1982,
nm1032567,"Pablo Schreiber",1978,
nm3922307,"Samuel Jones",,
nm1699371,"Senay Gürler",1966,
nm0839687,"Ali Sürmeli",1959,
nm1194301,"Hamdi Deniz",,
nm1064048,"Nikolaj Arcel",1972,
nm1065452,"Rasmus Heisterberg",1974,
nm5899377,"Tiger Shroff",1990,
nm3124376,"Parthaa Akerkar",,
nm1689533,"Anuradha Chandan",,
nm1189085,"A. Deepakraj",,
nm4198135,"Farah Zeynep Abdullah",1989,
nm1760353,"Ceren Moray",1985,
nm1837046,"Nadia Khamlichi",,
nm1197574,"Cinda Adams",,
nm0823721,"Ben Stassen",,
nm1417647,"Jon Heder",1977,
nm0228391,"Diane Disney",1933,2013
nm3163952,"Pierce Gagnon",,
nm3501146,"Grace Gummer",1986,
nm1675091,"Tyler Hilton",1983,
nm1667134,"Mickey Fisher",,
nm1622492,"Nathan Lanier",1978,
nm4025993,"Scooter Braun",,
nm0933379,"Erin Cressida Wilson",1964,
nm2671345,"Tita Tessler",,
nm3290129,"Ruben Feffer",,
nm0551785,"Pascal Marti",,
nm2754532,"James Jagger",1985,
nm5832507,"Rich Cohen",,
nm1017951,"Ato Essandoh",1972,
nm1232470,"Janina Gavankar",1980,
nm3060644,"Max Jenkins",,
nm0916958,"Marc Webster",,
nm6736640,"Vincent Reina",,
nm6983391,"Bruce Cook",,
nm0541218,"Method Man",1971,
nm2249488,"Eddie Vaisman",,
nm0462319,"Herman Koch",1953,
nm0004884,"Roma Downey",1960,
nm2589005,"Richard Bedser",,
nm0870794,"Sam Trammell",1969,
nm0310329,"Yvan Gauthier",1969,
nm0806002,"Paul Sloan",1970,
nm0869750,"Steve Toussaint",1965,
nm4987686,"Maaya Uchida",1989,
nm5470093,"Keith L. Williams",,
nm1208415,"Steve Lightfoot",,
nm0942060,"Michael Wray",,
nm1738966,"Kivanç Baruönü",,
nm1507857,"Keir Gilchrist",1992,
nm3459140,"Olivia Luccardi",1989,
nm2714273,"Lili Sepe",1997,
nm1379002,"David Robert Mitchell",1974,
nm1413530,"Laura D. Smith-Ireland",,
nm1909937,"Philip Shelby",,
nm0935203,"Charles Winkler",,
nm1764891,"Angela Kang",,
nm3150488,"Douglas Booth",1992,
nm1597847,"Ivan Mactaggart",,
nm0310452,"Ogden Gavanski",,
nm0674020,"Oz Perkins",1974,
nm0004217,"André Øvredal",,
nm1757754,"Fred Berger",1981,
nm0100628,"Charlotte Bøving",1964,
nm2669294,"Kristján Loðmfjörð",,
nm5728301,"Cihan Ercan",,
nm1473428,"Cédric Jimenez",1976,
nm4440340,"Thomas Gullestad",,
nm0007317,"Aage Aaberge",,
nm7408899,"Nicolas Christin",,
nm3981659,"Cindy Cohn",,
nm6840738,"Joshua L. Dratel",,
nm5200697,"Andy Greenberg",,
nm3581772,"Glen Zipper",,
nm3513760,"Kerry Sims",,
nm0922903,"Wash Westmoreland",1966,
nm1601354,"Genevieve Gaunt",,
nm0225460,"Dale Dickey",1961,
nm2832695,"Deborah Ann Woll",1985,
nm2548468,"Sean Ringgold",,
nm3204288,"Karen Pittman",,
nm1292661,"Luke Hemsworth",,
nm2734583,"Sidonie Abbene",,
nm8824286,Berthony,,
nm8822085,Bruno,,
nm0037867,"Yann Arthus-Bertrand",1946,
nm0257821,"Bill Engvall",1957,
nm3012273,"Alex Essoe",,
nm0781976,"Amanda Segel",,
nm2812685,"Nic Van Zeebroeck",,
nm3171597,"Tom Kauffman",,
nm2230865,"Ashley Greene",1987,
nm1486317,"Alycia Debnam-Carey",,
nm0608440,"William Moseley",1987,
nm2694584,"Brit Morgan",1987,
nm6350297,"Rena Maeda",,
nm0391344,"Matt Holloway",,
nm1154764,"Louise Brealey",1979,
nm3499098,"Camille Balsamo",1988,
nm0935616,"Matt Winston",1970,
nm1755213,"Reid Collums",1981,
nm3172356,"Benjamin L. Brown",,
nm1082477,"Omar Sy",1978,
nm3495920,"Izïa Higelin",1990,
nm1194320,"Rahul Dholakia",,
nm7064018,"Harit Mehta",,
nm1723225,"Nishikant Kamat",,
nm2821544,"Sharad Kelkar",,
nm1238336,"Teddy Maurya",,
nm5375420,"Jack Gore",,
nm0002122,"Harry Hamlin",1951,
nm0356966,"Stewart Halpern-Fingerhut",,
nm6166094,"Elijah Bynum",,
nm1591353,"Jonny Brugh",,
nm4438615,"Chelsea Winstanley",,
nm3229505,"Yoni Brenner",,
nm2572228,"Jeethu Joseph",,
nm4140478,"Sujith Vasudev",,
nm1296762,"Macarena Gómez",1978,
nm1763824,"Esteban Roel",,
nm2010257,"Emma Tusell",,
nm0077873,"Jean-Yves Berteloot",1958,
nm1482301,"Jérôme Seydoux",,
nm0171165,"Monica Coleman",,
nm2932868,"Yôko Hikasa",1985,
nm7659217,"Scott Gibbs",1987,
nm2885728,"Yuka Iguchi",,
nm2100536,"Matteo Rovere",1982,
nm0502412,"Edoardo Leo",1972,
nm1559927,"Booboo Stewart",1994,
nm2657554,"Ben Barnz",,
nm2263115,"Raini Rodriguez",1993,
nm1827666,"E. Brian Dobbins",,
nm1461672,"Allen Fischer",,
nm7241310,"André Bauma",,
nm7241311,"Rodrigue Mugaruka Katembo",,
nm3319085,"Joanna Natasegara",,
nm2643393,"Franklin Dow",,
nm1826131,"Katie Bryer",,
nm0439292,"Nelly Karim",1974,
nm1441566,"Marwan Hamed",,
nm6211716,"Ahmed Mourad",,
nm6211718,"Sherif El Moallem",,
nm2194373,"Martha Kelly",,
nm4144801,"Ernest Adams",,
nm4546120,"Malia Pyles",,
nm1477301,"Yaani King Mondschein",1981,
nm0005079,"Josh Keaton",1979,
nm1853544,"Pierre Coffin",1967,
nm1583746,"Hussain Zaidi",,
nm5151578,"Parveez Sheikh",,
nm0809461,"Nikki Wilson",,
nm0570679,"Neve McIntosh",1972,
nm2396083,"Dan Starkey",,
nm1251565,"Lun-Mei Kwei",1983,
nm1296571,"Xuebing Wang",1971,
nm9197909,"Juan Wan",,
nm0748973,"Maya Rudolph",1972,
nm8819372,"Nurullah Celebi",,
nm7507051,"Firuze Gamze Aksu",,
nm1083857,"Claire Mathon",1975,
nm0634393,"Elvis Nolasco",,
nm0026447,"Brent Anderson",1965,
nm0389929,"Cliff Hokanson",,
nm0707816,"John Ralston",1964,
nm6364557,"Charlotte Peters",,
nm0355155,"Charles Halford",1980,
nm0019174,"Mann Alfonso",,
nm1100123,"Joe Shrapnel",1976,
nm6251651,"Luc Dayan",,
nm0004857,"Tim Daly",1956,
nm2141653,"Gisella Marengo",,
nm0221662,"Alain Desrochers",,
nm1071097,"John Sullivan",1978,
nm4122751,"David Harris",,
nm0329511,"Malcolm Goodwin",,
nm0749461,"Diane Ruggiero-Wright",1969,
nm0961093,"Bryce Hodgson",1989,
nm3994956,"Madison Lintz",,
nm1089840,"Glen-Paul Waru",,
nm2067421,"Gerard Johnstone",,
nm1962070,"Luke Sharpe",,
nm5823663,"Mahuia Bridgman-Cooper",,
nm0726320,"Simon Riera",,
nm7582599,"The 8G Band",,
nm4757453,"Ben Warheit",,
nm5504736,"Madison Dellamea",,
nm1238555,"JD Pardo",1980,
nm4037967,"Eoghan O'Donnell",,
nm4151820,"Jon Fletcher",,
nm3571091,"Riley B. Smith",,
nm0450331,"Glenn Kessler",1970,
nm0450393,"Todd A. Kessler",,
nm0942792,"Sarah Wright",1983,
nm0029562,"Ray Angelic",,
nm1211040,"Nathan Whitehead",,
nm0416524,"Geraldine James",1950,
nm1078971,"Yaron Orbach",,
nm1076917,"Eric Jehelmann",,
nm0895759,"Karin Viard",1966,
nm6303670,"Louane Emera",1996,
nm2605079,"Victoria Bedos",,
nm0081179,"Thomas Bidegain",,
nm0438446,"Emily Kapnek",,
nm5521198,"Giacomo Gianniotti",,
nm1279638,"Noah Hawley",,
nm0295907,"Michael Frislev",,
nm7244202,"Omar Ghazaoui",,
nm3791851,"Hannah Steele",,
nm3565962,"Jessica Raine",1982,
nm0574513,"Peter McRobbie",1943,
nm4534201,"Zoe Levin",,
nm3498991,"Alexandra Park",1989,
nm3781701,"Tom Austen",,
nm0687937,"Eyal Podell",1975,
nm1195697,"Kiel Murray",,
nm0005266,"Craig T. Nelson",1944,
nm0342430,"Nicole Paradis Grindle",,
nm1743277,"Mahyar Abousaeedi",,
nm1587983,"Chris Jarvis",1980,
nm2274197,"Valeri Milev",,
nm2423647,"Tom Williams",,
nm1060902,"Gareth Unwin",,
nm1237812,"Chris Goodger",,
nm0853238,"Tate Taylor",1969,
nm1545176,"Jared LeBoff",,
nm0362609,"Chips Hardy",,
nm0228960,"Richard Dixon",,
nm1095324,"Leo Bill",1980,
nm1747551,"Kyle Field",,
nm5533145,"Carolyn Craddock",,
nm0994004,"Crystel Fournier",,
nm1780517,"Julien Lacheray",,
nm2065631,"Gopi Sundar",1977,
nm3280908,"Praveen Prabhakar",,
nm1846979,"Ayse Kökçü",,
nm6514669,"David Rosier",,
nm6523024,"Rob Myers",,
nm6226190,"Paul Elam",1957,
nm2558061,"Douglas Edward",1978,
nm2426541,"Evan Davies",,
nm1069034,"Lara Dutta",1978,
nm5170389,"Ashvini Yardi",,
nm3753081,"Meet Bros",,
nm3133334,"Brandon P Bell",1985,
nm0807288,"Amanda Smith",,
nm3088713,"Benjamin August",,
nm7546987,"Celia K. Milius",,
nm3950520,"Jason Lei Howden",,
nm5172166,"Morgan Leigh Stewart",,
nm0705030,"Simon Raby",1961,
nm0619408,"Matthew Negrete",,
nm0766349,"Michael E. Satrazemis",,
nm4026000,"Matthew Bohrer",,
nm0300174,"Levan Gabriadze",1969,
nm2186596,"Adam Sidman",,
nm4763161,"Heather Bellson",,
nm0317382,"Billy Gierhart",,
nm7229455,"Robert Rentschler",,
nm1160127,"Megan Raney",,
nm6628685,"Gerhard Runken",,
nm0283816,"Anna Foerster",,
nm5297113,"Clare Hammond",,
nm4044252,"Cranston Johnson",,
nm4954433,"Son Lux",,
nm0488953,"Brie Larson",1989,
nm1440919,"Max Borenstein",,
nm2475355,"Kishore Lulla",,
nm0002180,"Francesca Archibugi",1960,
nm0869470,"Serge Toubiana",1949,
nm3762532,"Jeremiah Bornfield",,
nm2287038,"Natasha Abrahams",,
nm1458578,"Jean-Rémi François",,
nm2030456,"Richard Lindheim",,
nm1097351,"Glenn Howerton",1976,
nm2402442,"Cormac Bluestone",,
nm0849889,"John Tanzer",,
nm0167807,"Scott Cobb",,
nm2288842,"Michaela McManus",1983,
nm3012064,"Grey Damon",1987,
nm0446257,"Chance Kelly",1967,
nm5837316,"Abigail Eames",,
nm6701018,"Erika Kaar",,
nm3601188,"Dhaval Gada",,
nm1939199,"Mithun Sharma",,
nm1634307,"Kieran Fitzgerald",,
nm1110111,"Tony McNamara",,
nm0637615,"Gaspar Noé",1963,
nm4702983,"Lourenço Sant' Anna",,
nm2322336,"Bo Hakala",,
nm2986811,"John Suits",1983,
nm3431129,"Wojciech Golczewski",1980,
nm9364546,"Vernon Bartlett",,
nm0649198,"Meaghan Oppenheimer",,
nm1230426,"Richard Silverman",,
nm0222332,"Tony Devenyi",,
nm0513554,"Zach Lipovsky",,
nm1077237,"Oleksa Lozowchuk",1976,
nm1834283,"Ann Cherkis",,
nm3298114,"Gordon Smith",,
nm4924757,"Mya Taylor",,
nm3579466,"Marcus Cox",,
nm2608694,"Darren Dean",1966,
nm2356421,"Alexander Fehling",1981,
nm0842943,"Amelie Syberberg",,
nm2933542,"Boyd Holbrook",1981,
nm5016878,"Jacob Tremblay",2006,
nm3956954,"T.C. Stallings",1977,
nm7165607,"Beth Moore",,
nm0881461,"Michael Uppendahl",,
nm5762997,"Jason Nolte",,
nm1540125,"Cajardo Lindsey",,
nm2882406,"Thomas Eberts",,
nm0791042,"Laurie Sheldon",,
nm3170207,"Noah Centineo",1996,
nm0663546,"Janel Parrish",1988,
nm6638723,"Dougie Cash",,
nm0413112,"Nina Jack",,
nm1077663,"Benoît Philippon",,
nm1519252,"Bryan Buckley",1963,
nm3440862,"Winston Rauch",,
nm1293297,"Stephanie Langhoff",,
nm1420126,"Andrew Feltenstein",,
nm0622474,"John Nau",,
nm0314971,"Howard Gertler",,
nm5249562,"Pooja Hegde",,
nm2179966,"Tommy Oliver",,
nm2765384,"Candice Patton",1985,
nm3609439,"James Russell",,
nm9583795,"Derek John Drescher",,
nm7161572,"Peter Rock",,
nm3020499,"Nick Batzias",,
nm0971322,"Rory Williamson",,
nm0003304,"Andrew Rosen",,
nm4740113,"Saara Chaudry",,
nm1528026,"Aisling Loftus",1990,
nm10290127,"Walter Suskind",,
nm0741507,"Kate Rose",,
nm10667011,"Florence Goupil",,
nm4545813,"Bex Taylor-Klaus",1994,
nm0585429,"Tracy Middendorf",1970,
nm3080168,"Kelly McCormack",,
nm4789912,"Hannah John-Kamen",1989,
nm1206747,"Tamsen McDonough",,
nm1047709,"Thom Allison",,
nm2196261,"Rosie Charbonneau",1978,
nm7322143,"Günes Sensoy",,
nm2197025,"Deniz Gamze Ergüven",1978,
nm1356951,"Alice Winocour",1976,
nm2166084,"David Chizallet",1979,
nm2864505,"Elizabeth McLaughlin",1993,
nm0010208,"Julian Acosta",,
nm1219905,"Ben Watkins",1971,
nm2208272,"Evan Todd",,
nm3432881,"Chord Overstreet",1989,
nm5300281,"Jed Mellick",,
nm4279838,"Ariel Vida",,
nm1693588,"Tate Ellington",1979,
nm2472482,"David Lawson Jr.",1981,
nm3882076,"Leal Naim",,
nm3504405,"Alex Ross Perry",,
nm0998342,"Sean Price Williams",1977,
nm0327466,"Dana Gonzales",1963,
nm0624038,"Ben Nedivi",,
nm8463815,"Lola Botha",,
nm6345366,"Grayson Thorne Kilpatrick",2004,
nm1101381,"Ash Christian",1985,
nm0229544,"Darren Doane",1972,
nm1195119,"Min-hee Kim",1982,
nm0375285,"Bruno Heller",1960,
nm0304536,"Alex Gansa",,
nm2899175,"Alessandro Borghi",1986,
nm1356588,"Stefano Sollima",1966,
nm4568172,"Lauren Beck",,
nm1248979,"David Richmond-Peck",,
nm1705230,"Karl Campbell",,
nm1226871,"Wes Ball",,
nm1049982,"Óscar Jaenada",1975,
nm1093513,"Tom Kapinos",,
nm4232922,"Christopher Matthew Cook",,
nm0122195,"Mark Burman",1964,
nm0089458,"Nigel Bluck",,
nm1259871,"John Crowley",1969,
nm1443368,"Brett Gelman",,
nm1770256,"Paul Rust",1981,
nm2921197,"Johannes Holopainen",,
nm1948103,"Jussi Vatanen",1978,
nm0513028,"Väinö Linna",1920,1992
nm1497250,"Jari Olavi Rantala",1967,
nm7316147,"Jesuthasan Antonythasan",,
nm7316149,"Claudine Vinasithamby",,
nm0703522,"Pearce Quigley",,
nm2346199,"Eric Gold",,
nm2371148,"Jason Zumwalt",1975,
nm0890548,"Oleg Vasilkov",1970,
nm6815606,"Maksim Budarin",,
nm6218684,"Egor Olesov",,
nm1315040,"Jacob Lohmann",1974,
nm3417385,"Rachel Bloom",1987,
nm7215504,"Vella Lovell",1985,
nm1974920,"Scott Michael Foster",1985,
nm0789025,"Colleen Sharp",,
nm1627409,"Chris Teague",,
nm6832369,"Gurmeet Ram Rahim Singh",1967,
nm1925345,"Vineet Sapru",,
nm0074263,"Leslie Berger",,
nm0438463,"Anil Kapoor",1956,
nm1213744,"Gino Anthony Pesi",1980,
nm3912883,"Dayo Okeniyi",1988,
nm5152585,"Sarah Jeffery",1996,
nm1504650,"Warren Kole",1977,
nm1007411,"Roman Kolinka",1986,
nm0361135,"Mia Hansen-Løve",1981,
nm1593894,"Anna Falguères",1978,
nm0282105,"Ruth Fletcher",1967,
nm0300800,"Christos N. Gage",1971,
nm8166127,"Tim Nailer Foley",,
nm2668647,"Matt Porwoll",1983,
nm0057463,"Gail Barringer",,
nm0269260,"Lauren Faust",1974,
nm1298090,"Joe Ballarini",,
nm5666795,"Shailyn Pierre-Dixon",2003,
nm3480246,"Ella Purnell",1996,
nm2609754,"Leah Cooper",,
nm0007096,"Wendey Stanzler",,
nm1534595,"Peter Atencio",1983,
nm4621803,"Alex Rubens",,
nm1213782,"Peter Principato",,
nm2231417,"Joel Zadak",,
nm3247700,"Osy Ikhile",,
nm2842232,"Ashley Zukerman",1983,
nm3851308,"Hayley Magnus",,
nm0236173,"Dermott Downs",1962,
nm0822748,"Gabrielle G. Stanton",,
nm0281396,"Ryan Fleck",1976,
nm2270979,"Nicole Perlman",1981,
nm0193738,"Henry Ian Cusick",1967,
nm2726710,"Eme Ikwuakor",,
nm1957978,"Ellen Woglom",1987,
nm2450092,"Luis A. Riefkohl",,
nm0651159,"John Ortiz",1968,
nm0057856,"Geoff Barrow",1971,
nm1237416,"S.J. Clarkson",,
nm1597736,"Pathik Vats",,
nm4021083,"Mitchell Zuckoff",,
nm0161330,"Cindy Chupack",,
nm0840015,"William Sutcliffe",,
nm0235948,"Kevin Downes",,
nm3868091,"Eric Goldman",,
nm0763631,"Ray Santiago",1984,
nm0706898,"Ivan Raimi",1956,
nm0818434,"Tom Spezialy",,
nm0428382,"Jill Marie Jones",1975,
nm4687524,"Arielle Carver-O'Neill",1992,
nm4753375,"Richard Mettler",,
nm0588914,"Mark S. Miller",,
nm1748489,"Zulay Henao",1979,
nm1048007,"John Leary",,
nm1122123,"Rodger Corser",1973,
nm6358566,"Kristin Braut-Solheim",,
nm0582278,"Henrik Mestad",1964,
nm6198408,"Eldar Skar",,
nm0200848,"Ingeborga Dapkunaite",1963,
nm1779994,"Karianne Lund",,
nm6360411,"Selome Emnetu",,
nm5561251,"Hande Dogandemir",1985,
nm4873935,"Sadi Celil Cengiz",,
nm2586534,"Cem Yildiz",,
nm3447972,"Türksoy Gölebeyi",,
nm7384384,"Phineas Terrontino",,
nm6591098,"Molly Bloom",,
nm1132022,"Jeff Cardoni",,
nm7094216,"Miya Muqi",1987,
nm7796669,"Disha Patani",1992,
nm0867262,"Stanley Tong",1960,
nm0929955,"Robert M. Williams Jr.",,
nm1259417,"John J. Gray",,
nm6237346,"Judah Lewis",,
nm1496779,"Zack Schiller",,
nm1593867,"Nicole Hirsch Whitaker",,
nm0719491,"Danielle Renfrew Behrens",1973,
nm1110321,Nirvana,,
nm0146146,"Reg E. Cathey",1958,2018
nm0782752,"Lucio Seixas",,
nm0068599,"Vanessa Bell Calloway",1957,
nm0771472,"Evan Schiff",1982,
nm1084385,"Seiji Okuda",,
nm7275326,"Atsushi Chiba",,
nm7321254,"Avin Manshadi",,
nm2020419,"Oliver Roskill",,
nm1458734,"Ciro Guerra",1981,
nm2662166,"Jacques Toulemonde Vidal",,
nm5305003,"Cristina Gallego",,
nm1967908,"Manjari Fadnnis",,
nm6642452,"Anukalp Goswami",,
nm4500256,"Bilge Elif Turhan",1980,
nm3714306,"Evren Lus",,
nm3761132,"Gulshan Devaiah",,
nm0795290,"Michael Showalter",1970,
nm5116939,"Matt Smith",,
nm3325983,"Matias Caruso",1977,
nm5399468,"Jameson Brooks",,
nm2397116,"Major Dodge",1978,
nm6331454,"Cody Chick",,
nm0471601,"Anders Baasmo Christiansen",1976,
nm0414678,"Alf R. Jacobsen",,
nm3262796,"Gabriel Ebert",,
nm0852466,"Holland Taylor",1943,
nm2371802,"Thomas Kail",,
nm1541136,"Alex Rudzinski",,
nm0142636,"Robert Cary",1968,
nm5204131,"Harry Bloor",,
nm7191326,"Sebastien Renard",,
nm5018884,"Christian Divine",,
nm0836729,"Ernst Stötzner",1952,
nm2939186,"Liv Lisa Fries",1990,
nm2059117,"Robert Kazinsky",1983,
nm2115111,"Dilshad Vadsaria",1977,
nm0579914,"Scott Menville",1971,
nm1547595,"Jeremy Steckler",1975,
nm2442289,"Gina Carano",1982,
nm5136322,"Ben Shiffrin",,
nm5548228,"Monisha Advani",,
nm1122912,"Kumud Mishra",,
nm7758927,"Rahul Nangia",,
nm2632545,"Jay Hayden",,
nm0040752,"Kate Atkinson",1951,
nm0374302,"Allan Heinberg",1967,
nm7506705,"Gastón Cocchiarale",,
nm2265326,"Julian Loyola",,
nm1167870,"Esteban Student",,
nm1408543,"David Gyasi",1980,
nm0349663,"Kristen Gutoskie",,
nm0656895,"Samuel Painter",,
nm1177490,"Joel J. Richard",1976,
nm0862854,"Elise Tielrooy",,
nm0438484,"Omkar Kapoor",,
nm4419440,"Avantika Shetty",,
nm1739360,"Lance Kaplan",,
nm3115493,"Ben Schnetzer",,
nm1950575,"Brad Land",,
nm4679434,"Mike Roberts",,
nm1694524,"N.T. Rama Rao Jr.",1983,
nm0224703,"Reed Diamond",1967,
nm4050835,"Li Jun Li",,
nm4799372,"Charles Yu",,
nm5193396,"Anna Konkle",,
nm0518511,"Domenick Lombardozzi",1976,
nm0001457,"James Le Gros",1962,
nm1564421,"Charity Wakefield",1980,
nm2470810,"John Fox",,
nm0526412,"Karen Lunder",,
nm3859624,"Ki Hong Lee",,
nm3598916,"David James Kelly",,
nm0918907,"Andy Weiss",,
nm3039088,"Logan Miller",,
nm1922619,"Jhey Castles",,
